original_name,wikidata_id,aliases,relationships,brands,status,aliases_text,num_aliases,brands_text,num_brands,num_subsidiaries,num_parent_organizations,num_successors,num_predecessors,subsidiary_names,brand_names
MANFROTTO,Q635963,['Manfrotto'],"{'subsidiaries': [], 'parent_organizations': ['Q3561203'], 'successors': [], 'predecessors': [], 'replaces': [], 'replaced_by': []}",['Gitzo'],found,Manfrotto,1,Gitzo,1,0,1,0,0,,Gitzo
PROPPER,Q7250422,['Propper'],"{'subsidiaries': [], 'parent_organizations': [], 'successors': [], 'predecessors': [], 'replaces': [], 'replaced_by': []}",[],found,Propper,1,,0,0,0,0,0,,
"Belkin International, Inc",Q283848,"['Belkin International, Inc.']","{'subsidiaries': ['Q3241626', 'Q4883044'], 'parent_organizations': [], 'successors': [], 'predecessors': [], 'replaces': [], 'replaced_by': []}",[],found,"Belkin International, Inc.",1,,0,2,0,0,0,Linksys|Belkin WeMo,
HP INC.,Q21404084,"['HPQ', 'HP Inc.']","{'subsidiaries': ['Q24895941', 'Q29123852', 'Q1531473'], 'parent_organizations': ['Q21404084'], 'successors': [], 'predecessors': ['Q80978'], 'replaces': ['Q80978'], 'replaced_by': []}",[],found,HPQ|HP Inc.,2,,0,3,1,0,1,HP Japan|HP Israel|Plantronics,
HP SOFTWARE,Q80978,"['Hp', 'Hewlett-Packard Development Company, L.P.', 'Hewlett-Packard Development Co.', 'HP Development Company', 'Hewlett-Packard Development Company, L.P. (Spring, TX)']","{'subsidiaries': ['Q2866017', 'Q2816491', 'Q18643654', 'Q3125169', 'Q29123837', 'Q29123842', 'Q11506786', 'Q29123848', 'Q29123852', 'Q29123854', 'Q30258833', 'Q30338712', 'Q30338715', 'Q30338716', 'Q24895941', 'Q30254561', 'Q111904265'], 'parent_organizations': [], 'successors': ['Q21404084', 'Q19923099'], 'predecessors': ['Q324603', 'Q690079', 'Q6994296', 'Q229329'], 'replaces': [], 'replaced_by': ['Q21404084', 'Q19923099']}","['3Com', 'Compaq', 'Autonomy Corporation', 'Apollo Computer', 'Electronic Data Systems', 'Palm, Inc.', 'HPE 3PAR', 'Aruba Networks', 'Fortify Software', 'HP Enterprise Business', 'Snapfish Lab', 'Utimaco Atalla']",found,"Hp|Hewlett-Packard Development Company, L.P.|Hewlett-Packard Development Co.|HP Development Company|Hewlett-Packard Development Company, L.P. (Spring, TX)",5,"3Com|Compaq|Autonomy Corporation|Apollo Computer|Electronic Data Systems|Palm, Inc.|HPE 3PAR|Aruba Networks|Fortify Software|HP Enterprise Business|Snapfish Lab|Utimaco Atalla",12,17,0,2,4,Aruba Networks|HPE 3PAR|HP Enterprise Services|HP Software Division|Hewlett Packard (France)|Hewlett-Packard (India)|Hewlett-Packard Japan|Hewlett-Packard (Australia)|HP Israel|Hewlett-Packard (Austria)|Hewlett Packard (United Kingdom)|Hewlett Packard (Germany)|Hewlett Packard (Canada)|Hewlett Packard (Netherlands)|HP Japan|Q30254561|Q111904265,"3Com|Compaq|Autonomy Corporation|Apollo Computer|Electronic Data Systems|Palm, Inc.|HPE 3PAR|Aruba Networks|Fortify Software|HP Enterprise Business|Snapfish Lab|Utimaco Atalla"
"CISCO SYSTEMS, INC",Q173395,"['Cisco Systems, Inc.', 'Cisco Systems', 'cisco.com', 'Cisco']","{'subsidiaries': ['Q4387259', 'Q5064182', 'Q7621739', 'Q961065', 'Q1769702', 'Q498944', 'Q3241626', 'Q7601805', 'Q1813510', 'Q2745629', 'Q28973214', 'Q30338257', 'Q30343787', 'Q4780783', 'Q50040708'], 'parent_organizations': [], 'successors': [], 'predecessors': ['Q7338217', 'Q5645700'], 'replaces': ['Q1813510'], 'replaced_by': []}","['OpenDNS', 'Linksys', 'InfoGear', 'Navini Networks']",found,"Cisco Systems, Inc.|Cisco Systems|cisco.com|Cisco",4,OpenDNS|Linksys|InfoGear|Navini Networks,4,15,0,0,2,Scientific Atlanta|Cerent Corporation|StrataCom|NDS Group|Tandberg|Webex by Cisco|Linksys|Starent Networks|Sourcefire|Cisco Meraki|Cisco Systems (Netherlands)|Cisco Systems (Canada)|Cisco Systems (Norway)|AppDynamics|Cisco Systems (China),OpenDNS|Linksys|InfoGear|Navini Networks
PILOT CORPORATION,Q1356034,"['Pilot Pen Corporation', 'PILOT', 'Pilot Corporation']","{'subsidiaries': [], 'parent_organizations': [], 'successors': [], 'predecessors': [], 'replaces': [], 'replaced_by': []}",[],found,Pilot Pen Corporation|PILOT|Pilot Corporation,3,,0,0,0,0,0,,
SAFCO,Q19720632,"['SAFCO', 'Sabic Agri-Nutrients Company', 'Saudi Arabian Fertilizer Company', 'شركة الأسمدة العربية السعودية']","{'subsidiaries': [], 'parent_organizations': [], 'successors': [], 'predecessors': [], 'replaces': [], 'replaced_by': []}",[],found,SAFCO|Sabic Agri-Nutrients Company|Saudi Arabian Fertilizer Company|شركة الأسمدة العربية السعودية,4,,0,0,0,0,0,,
GEISSELE AUTOMATICS,Q86725894,[],"{'subsidiaries': [], 'parent_organizations': [], 'successors': [], 'predecessors': [], 'replaces': [], 'replaced_by': []}",[],found,,0,,0,0,0,0,0,,
ALLEGRO,Q58014,"['Allegro.eu S.A.', 'Grupa Allegro.eu S.A.', 'Allegro']","{'subsidiaries': [], 'parent_organizations': [], 'successors': [], 'predecessors': [], 'replaces': [], 'replaced_by': []}",[],found,Allegro.eu S.A.|Grupa Allegro.eu S.A.|Allegro,3,,0,0,0,0,0,,
STABILA,Q1247787,['Stabila'],"{'subsidiaries': [], 'parent_organizations': [], 'successors': [], 'predecessors': [], 'replaces': [], 'replaced_by': []}",[],found,Stabila,1,,0,0,0,0,0,,
BOSTITCH,Q4947674,"['Stanley Bostitch', 'Boston Wire Stitcher Company', 'Bostitch']","{'subsidiaries': [], 'parent_organizations': ['Q706094', 'Q2140315'], 'successors': [], 'predecessors': [], 'replaces': [], 'replaced_by': []}",[],found,Stanley Bostitch|Boston Wire Stitcher Company|Bostitch,3,,0,0,2,0,0,,
SONY,Q41187,"['Totsuko', 'Tokyo Telecommunications Engineering Corporation', '東京通信工業株式会社', 'ソニー株式会社', 'ソニーグループ株式会社', 'Sony']","{'subsidiaries': ['Q376692', 'Q959672', 'Q1134268', 'Q18594', 'Q1416835', 'Q822314', 'Q29000323', 'Q29000324', 'Q29000325', 'Q17500205', 'Q29000327', 'Q29000328', 'Q7562445', 'Q56863172', 'Q1529234', 'Q99356258', 'Q7554119', 'Q118261889', 'Q6014034', 'Q732503', 'Q2629382', 'Q770328', 'Q2510185', 'Q333040', 'Q2065128', 'Q1783801', 'Q7562513', 'Q11315177', 'Q130680671', 'Q130891446', 'Q11315171', 'Q11315182', 'Q11315197'], 'parent_organizations': [], 'successors': [], 'predecessors': [], 'replaces': [], 'replaced_by': ['Q6014034']}","['Adelaide Productions', 'Super Audio CD', 'U-matic', 'Q321259', 'Betacam SX', 'Sony Mobile Communications', 'AVCHD', 'Super Video CD', 'Digital Audio Stationary Head', 'Sony Optiarc', 'Digital Audio Tape', 'Olympus Corporation', 'Olympus Corporation', 'Olympus Corporation', 'Olympus Corporation', 'Bend Studio', 'Sony Music Entertainment Japan', 'Music Choice', 'Team Soho', 'Sony Pictures', 'Betacam', 'CD Video', 'Compact Disc Digital Audio', 'D-1', 'XDCAM', 'HDCAM', 'San Mateo Studio', 'Sony Pictures Classics', 'SMPTE D10', 'Digital Betacam', 'The Orchard', 'Cellius', 'SuperBot Entertainment', 'H2O Music', 'DV', 'Tandem Productions', 'Triumph Films', 'XAVC', 'Project Siren', 'Animax', 'Bandit.fm', 'Columbia Pictures Television', 'Columbia TriStar Television', 'Crackle', 'ELP Communications', 'Merv Griffin Enterprises', 'MiniDV', 'Sony Music India', 'Sony Pictures Entertainment Japan', 'TriStar Television', 'HDCAM SR', 'Sony Channel', 'Q5294', 'compact disc', 'Sony Financial Holdings', 'Sony']",found,Totsuko|Tokyo Telecommunications Engineering Corporation|東京通信工業株式会社|ソニー株式会社|ソニーグループ株式会社|Sony,6,Adelaide Productions|Super Audio CD|U-matic|Q321259|Betacam SX|Sony Mobile Communications|AVCHD|Super Video CD|Digital Audio Stationary Head|Sony Optiarc|Digital Audio Tape|Olympus Corporation|Olympus Corporation|Olympus Corporation|Olympus Corporation|Bend Studio|Sony Music Entertainment Japan|Music Choice|Team Soho|Sony Pictures|Betacam|CD Video|Compact Disc Digital Audio|D-1|XDCAM|HDCAM|San Mateo Studio|Sony Pictures Classics|SMPTE D10|Digital Betacam|The Orchard|Cellius|SuperBot Entertainment|H2O Music|DV|Tandem Productions|Triumph Films|XAVC|Project Siren|Animax|Bandit.fm|Columbia Pictures Television|Columbia TriStar Television|Crackle|ELP Communications|Merv Griffin Enterprises|MiniDV|Sony Music India|Sony Pictures Entertainment Japan|TriStar Television|HDCAM SR|Sony Channel|Q5294|compact disc|Sony Financial Holdings|Sony,56,33,0,0,0,Sony Mobile Communications|Daybreak Game Company|Sony Corporation of America|Sony Interactive Entertainment|Sony Pictures Animation|Sony Pictures|Sony (United Kingdom)|Sony (Germany)|Sony (Sweden)|Sony (China)|Sony España|Sony (Taiwan)|Sony Canada|Sony Music Entertaiment International|Rockwell Automation|Sony Brasil|Softkinetic|Qrio|Sony Corporation|Sony Music Entertainment Japan|Sony Financial Holdings|Aniplex|Sony Network Communications Inc.|Sony Music Publishing|Sony Pictures Motion Picture Group|Sony Pictures Imageworks|Sony Pictures Worldwide Acquisitions|Sony Global Manufacturing & Operations|Sony Wireless Communications|Sony Enterprise|SONY PCL|Sony Computer Science Laboratories|Sony Marketing (Japan),Adelaide Productions|Super Audio CD|U-matic|Q321259|Betacam SX|Sony Mobile Communications|AVCHD|Super Video CD|Digital Audio Stationary Head|Sony Optiarc|Digital Audio Tape|Olympus Corporation|Olympus Corporation|Olympus Corporation|Olympus Corporation|Bend Studio|Sony Music Entertainment Japan|Music Choice|Team Soho|Sony Pictures|Betacam|CD Video|Compact Disc Digital Audio|D-1|XDCAM|HDCAM|San Mateo Studio|Sony Pictures Classics|SMPTE D10|Digital Betacam|The Orchard|Cellius|SuperBot Entertainment|H2O Music|DV|Tandem Productions|Triumph Films|XAVC|Project Siren|Animax|Bandit.fm|Columbia Pictures Television|Columbia TriStar Television|Crackle|ELP Communications|Merv Griffin Enterprises|MiniDV|Sony Music India|Sony Pictures Entertainment Japan|TriStar Television|HDCAM SR|Sony Channel|Q5294|compact disc|Sony Financial Holdings|Sony
CRAYOLA LLC,Q1139197,"['Crayola', 'Binney & Smith', 'Binney and Smith Company', 'Crayola LLC']","{'subsidiaries': [], 'parent_organizations': ['Q1521910'], 'successors': [], 'predecessors': [], 'replaces': [], 'replaced_by': []}",[],found,Crayola|Binney & Smith|Binney and Smith Company|Crayola LLC,4,,0,0,1,0,0,,
POLAROID,Q431361,"['Impossible', 'Impossible Project', 'Polaroid Film B.V.']","{'subsidiaries': [], 'parent_organizations': [], 'successors': [], 'predecessors': [], 'replaces': [], 'replaced_by': []}",[],found,Impossible|Impossible Project|Polaroid Film B.V.,3,,0,0,0,0,0,,
CASIO,Q217338,"['Casio Computer Company, Limited', 'Casio Computer Co. Ltd.', 'Casio Computer Co., Ltd.', 'Casio']","{'subsidiaries': [], 'parent_organizations': [], 'successors': [], 'predecessors': [], 'replaces': [], 'replaced_by': []}",['G-Shock'],found,"Casio Computer Company, Limited|Casio Computer Co. Ltd.|Casio Computer Co., Ltd.|Casio",4,G-Shock,1,0,0,0,0,,G-Shock
KENSINGTON COMPUTER PRODUCTS,Q1292114,['Kensington Computer Products Group'],"{'subsidiaries': ['Q379578'], 'parent_organizations': ['Q288129'], 'successors': [], 'predecessors': [], 'replaces': [], 'replaced_by': []}",[],found,Kensington Computer Products Group,1,,0,1,1,0,0,Advanced Gravis Computer Technology,
FOBA,Q5463820,['Foba'],"{'subsidiaries': [], 'parent_organizations': [], 'successors': [], 'predecessors': [], 'replaces': [], 'replaced_by': []}",[],found,Foba,1,,0,0,0,0,0,,
PNY TECHNOLOGIES,Q674582,"['PNY', 'PNY Technologies']","{'subsidiaries': [], 'parent_organizations': [], 'successors': [], 'predecessors': [], 'replaces': [], 'replaced_by': []}",[],found,PNY|PNY Technologies,2,,0,0,0,0,0,,
TEMPUR SEALY,Q19604577,"['Tempur Sealy International, Inc.', 'Tempur Sealy', 'Tempur Sealy International']","{'subsidiaries': ['Q1131835', 'Q1756920'], 'parent_organizations': [], 'successors': [], 'predecessors': [], 'replaces': [], 'replaced_by': []}",[],found,"Tempur Sealy International, Inc.|Tempur Sealy|Tempur Sealy International",3,,0,2,0,0,0,Sealy Corporation|Tempur-Pedic,
Axis Communications,Q2347731,"['Axis Communications AB', 'Axis Communications']","{'subsidiaries': [], 'parent_organizations': [], 'successors': [], 'predecessors': [], 'replaces': [], 'replaced_by': []}",[],found,Axis Communications AB|Axis Communications,2,,0,0,0,0,0,,
MINWAX,Q6871220,['Minwax'],"{'subsidiaries': [], 'parent_organizations': [], 'successors': [], 'predecessors': [], 'replaces': [], 'replaced_by': []}",[],found,Minwax,1,,0,0,0,0,0,,
TMI,Q3982793,"['Telemedia International Italia', 'TMI', 'TI Sparkle', 'Telecom Italia Sparkle S.p.A.', 'Telemedia International Italia S.p.A.', 'Telecom Italia Sparkle']","{'subsidiaries': ['Q3982795'], 'parent_organizations': ['Q144617'], 'successors': [], 'predecessors': [], 'replaces': [], 'replaced_by': []}",[],found,Telemedia International Italia|TMI|TI Sparkle|Telecom Italia Sparkle S.p.A.|Telemedia International Italia S.p.A.|Telecom Italia Sparkle,6,,0,1,1,0,0,TIM San Marino,
EX-CELL,Q122963953,['Ex-Cell-O'],"{'subsidiaries': [], 'parent_organizations': [], 'successors': [], 'predecessors': [], 'replaces': [], 'replaced_by': []}",[],found,Ex-Cell-O,1,,0,0,0,0,0,,
GEDORE,Q872952,['Gedore'],"{'subsidiaries': [], 'parent_organizations': [], 'successors': [], 'predecessors': [], 'replaces': [], 'replaced_by': []}",[],found,Gedore,1,,0,0,0,0,0,,
SIMPSON STRONG-TIE,Q29469208,"['Simpson Strong Tie', 'Simpson Strong-Tie', 'Simpson Manufacturing Company']","{'subsidiaries': [], 'parent_organizations': [], 'successors': [], 'predecessors': [], 'replaces': [], 'replaced_by': []}",[],found,Simpson Strong Tie|Simpson Strong-Tie|Simpson Manufacturing Company,3,,0,0,0,0,0,,
COLGATE-PALMOLIVE COMPANY,Q609466,"['Colgate Palmolive', 'Colgate-Palmolive', 'Colgate-Palmolive-Peet', 'Colgate & Co', 'Colgate-Palmolive Company']","{'subsidiaries': ['Q29123553', 'Q60484641', 'Q58195887'], 'parent_organizations': [], 'successors': [], 'predecessors': [], 'replaces': [], 'replaced_by': []}","['Darlie', 'Softsoap', 'Colgate', 'Palmolive', 'Irish Spring', 'Kolynos', 'Mennen', 'Science Diet', 'Speed Stick', 'Teen Spirit', 'Sanex', 'Protex']",found,Colgate Palmolive|Colgate-Palmolive|Colgate-Palmolive-Peet|Colgate & Co|Colgate-Palmolive Company,5,Darlie|Softsoap|Colgate|Palmolive|Irish Spring|Kolynos|Mennen|Science Diet|Speed Stick|Teen Spirit|Sanex|Protex,12,3,0,0,0,Colgate-Palmolive (Switzerland)|Hill's Pet Nutrition|Hill's Pet Nutrition Manufacturing,Darlie|Softsoap|Colgate|Palmolive|Irish Spring|Kolynos|Mennen|Science Diet|Speed Stick|Teen Spirit|Sanex|Protex
ROBERTSHAW,Q65557889,['Robertshaw'],"{'subsidiaries': [], 'parent_organizations': [], 'successors': [], 'predecessors': [], 'replaces': [], 'replaced_by': []}",[],found,Robertshaw,1,,0,0,0,0,0,,
HAIMER,Q108251053,['Haimer'],"{'subsidiaries': [], 'parent_organizations': [], 'successors': [], 'predecessors': [], 'replaces': [], 'replaced_by': []}",[],found,Haimer,1,,0,0,0,0,0,,
FANTECH,Q25401925,[],"{'subsidiaries': [], 'parent_organizations': [], 'successors': [], 'predecessors': [], 'replaces': [], 'replaced_by': []}",[],found,,0,,0,0,0,0,0,,
APOLLO.,Q121497191,"['Apollo', 'Apollo.io']","{'subsidiaries': [], 'parent_organizations': [], 'successors': [], 'predecessors': [], 'replaces': [], 'replaced_by': []}",[],found,Apollo|Apollo.io,2,,0,0,0,0,0,,
"ASP, INC.",Q16962263,"['ASP, Inc.']","{'subsidiaries': [], 'parent_organizations': [], 'successors': [], 'predecessors': [], 'replaces': [], 'replaced_by': []}",[],found,"ASP, Inc.",1,,0,0,0,0,0,,
K&M,Q1718002,"['K&M', 'K&M Elektronik']","{'subsidiaries': [], 'parent_organizations': [], 'successors': [], 'predecessors': [], 'replaces': [], 'replaced_by': []}",[],found,K&M|K&M Elektronik,2,,0,0,0,0,0,,
PREFORMED LINE,Q121142203,"['Electropar PLP', 'Preformed Line Products NZ', 'PLP New Zealand']","{'subsidiaries': [], 'parent_organizations': [], 'successors': [], 'predecessors': [], 'replaces': [], 'replaced_by': []}",[],found,Electropar PLP|Preformed Line Products NZ|PLP New Zealand,3,,0,0,0,0,0,,
BLACKMAGIC,Q2498553,"['Blackmagic Design Pty Ltd.', 'Blackmagic', 'BMD', 'Blackmagicdesign', 'Blackmagic Design Pty. Ltd', 'Blackmagic Design']","{'subsidiaries': [], 'parent_organizations': [], 'successors': [], 'predecessors': [], 'replaces': [], 'replaced_by': []}",[],found,Blackmagic Design Pty Ltd.|Blackmagic|BMD|Blackmagicdesign|Blackmagic Design Pty. Ltd|Blackmagic Design,6,,0,0,0,0,0,,
INTERMATIC,Q113757492,['Intermatic'],"{'subsidiaries': [], 'parent_organizations': [], 'successors': [], 'predecessors': [], 'replaces': [], 'replaced_by': []}",[],found,Intermatic,1,,0,0,0,0,0,,
SMITH & WESSON,Q463090,['Smith & Wesson'],"{'subsidiaries': ['Q7795702'], 'parent_organizations': [], 'successors': [], 'predecessors': [], 'replaces': [], 'replaced_by': []}",[],found,Smith & Wesson,1,,0,1,0,0,0,Thompson Center Arms,
SCHOEPS,Q138363,['Schoeps'],"{'subsidiaries': [], 'parent_organizations': [], 'successors': [], 'predecessors': [], 'replaces': [], 'replaced_by': []}",[],found,Schoeps,1,,0,0,0,0,0,,
WILCOX INDUSTRIES,Q112573028,"['Wilcox', 'Wilcox Industries Corp']","{'subsidiaries': [], 'parent_organizations': [], 'successors': [], 'predecessors': [], 'replaces': [], 'replaced_by': []}",[],found,Wilcox|Wilcox Industries Corp,2,,0,0,0,0,0,,
Harman International Industrie,Q1585599,"['Harman', 'Harman International', 'Harman International Industries']","{'subsidiaries': ['Q1585554', 'Q29122939', 'Q29122944', 'Q294205', 'Q1476454', 'Q6776411', 'Q5243771', 'Q5189388', 'Q4652757', 'Q1153754', 'Q1479817'], 'parent_organizations': ['Q20718'], 'successors': [], 'predecessors': [], 'replaces': [], 'replaced_by': []}",[],found,Harman|Harman International|Harman International Industries,3,,0,11,1,0,0,"Harman Becker Automotive Systems|Harman (China)|Harman International (United Kingdom)|AKG Acoustics|Harman Kardon|Martin Professional|Dbx, Inc.|Crown International|AMX LLC|JBL|Mark Levinson",
EDELRID,Q19278785,['Edelrid'],"{'subsidiaries': [], 'parent_organizations': ['Q322238'], 'successors': [], 'predecessors': [], 'replaces': [], 'replaced_by': []}",[],found,Edelrid,1,,0,0,1,0,0,,
CTM,Q2990317,"['Companhia de Telecomunicações de Macau', 'CTM']","{'subsidiaries': [], 'parent_organizations': ['Q15941420'], 'successors': [], 'predecessors': [], 'replaces': [], 'replaced_by': []}",[],found,Companhia de Telecomunicações de Macau|CTM,2,,0,0,1,0,0,,
CRIMSON TRACE,Q19601559,['Crimson Trace'],"{'subsidiaries': [], 'parent_organizations': [], 'successors': [], 'predecessors': [], 'replaces': [], 'replaced_by': []}",[],found,Crimson Trace,1,,0,0,0,0,0,,
RODENSTOCK,Q314790,['Rodenstock GmbH'],"{'subsidiaries': ['Q58222486'], 'parent_organizations': [], 'successors': [], 'predecessors': [], 'replaces': [], 'replaced_by': []}",[],found,Rodenstock GmbH,1,,0,1,0,0,0,Rodenstock ČR,
"APRICORN, INC",Q4781832,"['Apricorn, Inc.']","{'subsidiaries': [], 'parent_organizations': [], 'successors': [], 'predecessors': [], 'replaces': [], 'replaced_by': []}",[],found,"Apricorn, Inc.",1,,0,0,0,0,0,,
ELKAY,Q19877700,['Elkay Manufacturing'],"{'subsidiaries': [], 'parent_organizations': [], 'successors': [], 'predecessors': [], 'replaces': [], 'replaced_by': []}",[],found,Elkay Manufacturing,1,,0,0,0,0,0,,
RED HAT,Q485593,"['Red Hat, Inc.', 'RedHat', 'Red Hat Inc.', 'Red Hat, Inc. (Raleigh, NC)', 'Red Hat']","{'subsidiaries': ['Q30338490', 'Q30343837', 'Q55473802', 'Q43804215', 'Q104726619'], 'parent_organizations': ['Q37156'], 'successors': [], 'predecessors': ['Q2074158', 'Q4796296', 'Q354438', 'Q5008093', 'Q7531435', 'Q15984850'], 'replaces': ['Q2074158', 'Q4047778'], 'replaced_by': []}",['Mugshot'],found,"Red Hat, Inc.|RedHat|Red Hat Inc.|Red Hat, Inc. (Raleigh, NC)|Red Hat",5,Mugshot,1,5,1,0,6,Red Hat (United Kingdom)|Red Hat (Israel)|Red Hat Germany|Red Hat Czech|StackRox,Mugshot
PAPER MATE,Q3362807,['Paper Mate'],"{'subsidiaries': [], 'parent_organizations': ['Q667599'], 'successors': [], 'predecessors': [], 'replaces': [], 'replaced_by': []}",[],found,Paper Mate,1,,0,0,1,0,0,,
GENERAL CABLE,Q6662684,['General Cable'],"{'subsidiaries': [], 'parent_organizations': ['Q1964784'], 'successors': [], 'predecessors': [], 'replaces': [], 'replaced_by': []}",[],found,General Cable,1,,0,0,1,0,0,,
LEXAR,Q2038654,"['Lexar Media', 'Lexar Media, Inc.', 'Lexar']","{'subsidiaries': [], 'parent_organizations': [], 'successors': [], 'predecessors': [], 'replaces': [], 'replaced_by': []}",[],found,"Lexar Media|Lexar Media, Inc.|Lexar",3,,0,0,0,0,0,,
PEGASYSTEMS,Q7160600,"['Pegasystems Inc.', 'Pegasystems']","{'subsidiaries': [], 'parent_organizations': [], 'successors': [], 'predecessors': [], 'replaces': [], 'replaced_by': []}",[],found,Pegasystems Inc.|Pegasystems,2,,0,0,0,0,0,,
ULTIMAKER,Q15616183,['Ultimaker'],"{'subsidiaries': [], 'parent_organizations': [], 'successors': [], 'predecessors': [], 'replaces': [], 'replaced_by': []}",[],found,Ultimaker,1,,0,0,0,0,0,,
NEC Display Solutions,Q6953424,"['NEC Display Solutions', 'NEC-Mitsubishi Electric Visual Systems', 'NEC-Mitsubishi Electronics Display', 'NEC-Mitsubishi', 'NM Visual', 'NDS', 'Sharp/NEC', 'Sharp NEC Display Solutions']","{'subsidiaries': [], 'parent_organizations': [], 'successors': [], 'predecessors': [], 'replaces': [], 'replaced_by': []}",[],found,NEC Display Solutions|NEC-Mitsubishi Electric Visual Systems|NEC-Mitsubishi Electronics Display|NEC-Mitsubishi|NM Visual|NDS|Sharp/NEC|Sharp NEC Display Solutions,8,,0,0,0,0,0,,
TIMKEN,Q469553,['Timken Company'],"{'subsidiaries': [], 'parent_organizations': [], 'successors': [], 'predecessors': [], 'replaces': [], 'replaced_by': []}",[],found,Timken Company,1,,0,0,0,0,0,,
MITSUBISHI,Q648280,"['MHI', 'Mitsubishi Heavy Industries, Ltd.', 'Mitsubishi Jūkōgyō Kabushiki-kaisha', 'MITSUBISHI HEAVY INDUSTRIES, LTD.     (Tokyo)', 'Mitsubishi Heavy Industries']","{'subsidiaries': ['Q29123629', 'Q11357147', 'Q1939817', 'Q45106213'], 'parent_organizations': ['Q183275'], 'successors': [], 'predecessors': ['Q6883009'], 'replaces': ['Q45106213'], 'replaced_by': []}",[],found,"MHI|Mitsubishi Heavy Industries, Ltd.|Mitsubishi Jūkōgyō Kabushiki-kaisha|MITSUBISHI HEAVY INDUSTRIES, LTD.     (Tokyo)|Mitsubishi Heavy Industries",5,,0,4,1,0,1,Mitsubishi Heavy Industries (Germany)|Mitsubishi Heavy Industries Nagasaki Shipyard & Machinery|MSJ Asset Management Company|Mitsubishi Shipbuilding,
ZOOM,Q932299,"['Zoom', 'Zoom UK Distribution Limited', 'Sound Service GmbH', 'Zoom North America', 'Zoom Corporation']","{'subsidiaries': [], 'parent_organizations': [], 'successors': [], 'predecessors': [], 'replaces': [], 'replaced_by': []}",[],found,Zoom|Zoom UK Distribution Limited|Sound Service GmbH|Zoom North America|Zoom Corporation,5,,0,0,0,0,0,,
PROMISE TECHNOLOGY,Q7249781,['Promise Technology'],"{'subsidiaries': [], 'parent_organizations': [], 'successors': [], 'predecessors': [], 'replaces': [], 'replaced_by': []}",[],found,Promise Technology,1,,0,0,0,0,0,,
DURACELL,Q858702,['Duracell'],"{'subsidiaries': [], 'parent_organizations': ['Q217583'], 'successors': [], 'predecessors': [], 'replaces': [], 'replaced_by': []}",[],found,Duracell,1,,0,0,1,0,0,,
THK,Q965361,"['THK CO., LTD.', 'THK']","{'subsidiaries': [], 'parent_organizations': [], 'successors': [], 'predecessors': [], 'replaces': [], 'replaced_by': []}",[],found,"THK CO., LTD.|THK",2,,0,0,0,0,0,,
ENERGIZER,Q1200840,"['Energizer', 'Energizer Holdings, Inc.']","{'subsidiaries': ['Q17108414', 'Q695251'], 'parent_organizations': [], 'successors': [], 'predecessors': [], 'replaces': [], 'replaced_by': []}",[],found,"Energizer|Energizer Holdings, Inc.",2,,0,2,0,0,0,Eveready Battery Company|VARTA AG,
AML,Q43445487,"['AML', 'Africa Morocco Link']","{'subsidiaries': [], 'parent_organizations': [], 'successors': [], 'predecessors': [], 'replaces': [], 'replaced_by': []}",[],found,AML|Africa Morocco Link,2,,0,0,0,0,0,,
ULTRATECH,Q43079469,"['Ultratech, Inc.', 'Ultratech']","{'subsidiaries': [], 'parent_organizations': [], 'successors': [], 'predecessors': [], 'replaces': [], 'replaced_by': []}",[],found,"Ultratech, Inc.|Ultratech",2,,0,0,0,0,0,,
INGERSOLL-RAND,Q1663044,"['Ingersoll-Rand Company', 'Ingersoll Rand']","{'subsidiaries': [], 'parent_organizations': [], 'successors': [], 'predecessors': [], 'replaces': [], 'replaced_by': []}",[],found,Ingersoll-Rand Company|Ingersoll Rand,2,,0,0,0,0,0,,
ATTO TECHNOLOGY,Q4654924,['ATTO Technology'],"{'subsidiaries': [], 'parent_organizations': [], 'successors': [], 'predecessors': [], 'replaces': [], 'replaced_by': []}",[],found,ATTO Technology,1,,0,0,0,0,0,,
ACORN,Q342149,"['Acorn Computers Ltd.', 'Acorn Computers']","{'subsidiaries': ['Q3604604'], 'parent_organizations': [], 'successors': ['Q5358820'], 'predecessors': [], 'replaces': [], 'replaced_by': []}",['Acornsoft'],found,Acorn Computers Ltd.|Acorn Computers,2,Acornsoft,1,1,0,1,0,Acornsoft,Acornsoft
SUNCAST,Q109614045,[],"{'subsidiaries': [], 'parent_organizations': [], 'successors': [], 'predecessors': [], 'replaces': [], 'replaced_by': []}",[],found,,0,,0,0,0,0,0,,
MAKERBOT,Q1673617,"['MakerBot', 'MakerBot Industries']","{'subsidiaries': [], 'parent_organizations': ['Q3975878'], 'successors': [], 'predecessors': [], 'replaces': [], 'replaced_by': []}",[],found,MakerBot|MakerBot Industries,2,,0,0,1,0,0,,
