original_name,wikidata_id,aliases,relationships,brands,status,aliases_text,num_aliases,brands_text,num_brands,num_subsidiaries,num_parent_organizations,num_successors,num_predecessors,subsidiary_names,brand_names
XO Communications,Q8042382,['XO Communications'],"{'subsidiaries': [], 'parent_organizations': [], 'successors': [], 'predecessors': [], 'replaces': [], 'replaced_by': []}",[],found,XO Communications,1,,0,0,0,0,0,,
4Sight,Q604775,"['4Kids', 'Leisure Concepts, Inc.', '4Licensing Corporation', '4K!DS Entertainment', '4Kids Entertainment']","{'subsidiaries': ['Q4638923'], 'parent_organizations': [], 'successors': [], 'predecessors': [], 'replaces': [], 'replaced_by': []}","['4Kids TV', 'TC Digital Games', 'Fox Box', 'The Summit Media Group']",found,"4Kids|Leisure Concepts, Inc.|4Licensing Corporation|4K!DS Entertainment|4Kids Entertainment",5,4Kids TV|TC Digital Games|Fox Box|The Summit Media Group,4,1,0,0,0,Konami Cross Media NY,4Kids TV|TC Digital Games|Fox Box|The Summit Media Group
DigiCert,Q3027764,"['DigiCert, Inc.     (Lehi, UT)', 'DigiCert']","{'subsidiaries': [], 'parent_organizations': [], 'successors': [], 'predecessors': [], 'replaces': [], 'replaced_by': []}",[],found,"DigiCert, Inc.     (Lehi, UT)|DigiCert",2,,0,0,0,0,0,,
Gepco,Q30298968,['Gepco (Brazil)'],"{'subsidiaries': [], 'parent_organizations': [], 'successors': [], 'predecessors': [], 'replaces': [], 'replaced_by': []}",[],found,Gepco (Brazil),1,,0,0,0,0,0,,
DISH Network,Q1199757,"['Dish Network', 'Digital\xa0Sky\xa0Highway', 'DISH Network Corporation', 'Dish']","{'subsidiaries': [], 'parent_organizations': ['Q1280748'], 'successors': [], 'predecessors': [], 'replaces': [], 'replaced_by': []}",[],found,Dish Network|Digital Sky Highway|DISH Network Corporation|Dish,4,,0,0,1,0,0,,
ASICS,Q327247,"['ASICS Corporation', 'ASICS']","{'subsidiaries': ['Q118623463', 'Q118624148', 'Q118625369', 'Q118626772', 'Q130491452', 'Q130491465', 'Q130491478', 'Q130491495', 'Q24866362'], 'parent_organizations': [], 'successors': [], 'predecessors': [], 'replaces': [], 'replaced_by': []}","['ASICS', 'Onitsuka Tiger']",found,ASICS Corporation|ASICS,2,ASICS|Onitsuka Tiger,2,9,0,0,0,asics apparel industry|ASICS TRADING|ASICS Japan|ASICS America Corporation|ASICS Ventures|ASICS Sports Facilities|ASICS Tryus Service|ASICS playsure|NISHI Athletic Goods,ASICS|Onitsuka Tiger
JustSystems,Q6315712,"['JustSystems Corporation', '株式会社ジャストシステム', 'JustSystems']","{'subsidiaries': [], 'parent_organizations': [], 'successors': [], 'predecessors': [], 'replaces': [], 'replaced_by': []}",[],found,JustSystems Corporation|株式会社ジャストシステム|JustSystems,3,,0,0,0,0,0,,
NetX,Q124425311,['Netx 100X GESM'],"{'subsidiaries': [], 'parent_organizations': [], 'successors': [], 'predecessors': [], 'replaces': [], 'replaced_by': []}",[],found,Netx 100X GESM,1,,0,0,0,0,0,,
RealVNC,Q2596542,['RealVNC'],"{'subsidiaries': [], 'parent_organizations': [], 'successors': [], 'predecessors': [], 'replaces': [], 'replaced_by': []}",[],found,RealVNC,1,,0,0,0,0,0,,
SSH Communications Security,Q476551,['SSH Communications Security'],"{'subsidiaries': [], 'parent_organizations': [], 'successors': [], 'predecessors': [], 'replaces': [], 'replaced_by': []}",[],found,SSH Communications Security,1,,0,0,0,0,0,,
Baxi,Q4873807,['Baxi'],"{'subsidiaries': [], 'parent_organizations': [], 'successors': [], 'predecessors': [], 'replaces': [], 'replaced_by': []}",[],found,Baxi,1,,0,0,0,0,0,,
InfoSonics,Q16996938,['InfoSonics Corporation'],"{'subsidiaries': [], 'parent_organizations': [], 'successors': [], 'predecessors': [], 'replaces': [], 'replaced_by': []}",[],found,InfoSonics Corporation,1,,0,0,0,0,0,,
MIPRO Electronics,Q6716192,"['MIPRO', 'MIPRO Electronics']","{'subsidiaries': [], 'parent_organizations': [], 'successors': [], 'predecessors': [], 'replaces': [], 'replaced_by': []}",[],found,MIPRO|MIPRO Electronics,2,,0,0,0,0,0,,
Ampeg,Q474442,['Ampeg'],"{'subsidiaries': [], 'parent_organizations': [], 'successors': [], 'predecessors': [], 'replaces': [], 'replaced_by': []}",[],found,Ampeg,1,,0,0,0,0,0,,
"Mundo Reader, S.L",Q5475789,"['Mundo Reader, S.L.', 'bq', 'BQ']","{'subsidiaries': [], 'parent_organizations': [], 'successors': [], 'predecessors': [], 'replaces': [], 'replaced_by': []}",[],found,"Mundo Reader, S.L.|bq|BQ",3,,0,0,0,0,0,,
RaceRoom Entertainment AG,Q108934913,"['RaceRoom Entertainment AG', 'RaceRoom Entertainment']","{'subsidiaries': [], 'parent_organizations': [], 'successors': [], 'predecessors': [], 'replaces': [], 'replaced_by': []}",[],found,RaceRoom Entertainment AG|RaceRoom Entertainment,2,,0,0,0,0,0,,
LEWITT GmbH,Q115407891,"['LEWITT', 'LEWITT GmbH', 'Lewitt Audio']","{'subsidiaries': [], 'parent_organizations': [], 'successors': [], 'predecessors': [], 'replaces': [], 'replaced_by': []}",[],found,LEWITT|LEWITT GmbH|Lewitt Audio,3,,0,0,0,0,0,,
MultiTone,Q17035608,"['Multitone Electronics', 'Multitone Electronics plc']","{'subsidiaries': [], 'parent_organizations': [], 'successors': [], 'predecessors': [], 'replaces': [], 'replaced_by': []}",[],found,Multitone Electronics|Multitone Electronics plc,2,,0,0,0,0,0,,
Champion System,Q123146634,['Champion System'],"{'subsidiaries': [], 'parent_organizations': [], 'successors': [], 'predecessors': [], 'replaces': [], 'replaced_by': []}",[],found,Champion System,1,,0,0,0,0,0,,
Thomas Regout,Q85306141,['Maastrichtsche Spijker- en Draadnagelfabriek v/h Thomas Regout & Co'],"{'subsidiaries': [], 'parent_organizations': [], 'successors': [], 'predecessors': [], 'replaces': [], 'replaced_by': []}",[],found,Maastrichtsche Spijker- en Draadnagelfabriek v/h Thomas Regout & Co,1,,0,0,0,0,0,,
Hanlong,Q5648620,['Hanlong Group'],"{'subsidiaries': [], 'parent_organizations': [], 'successors': [], 'predecessors': [], 'replaces': [], 'replaced_by': []}",[],found,Hanlong Group,1,,0,0,0,0,0,,
EVE Audio,Q21197087,"['EVE Audio', 'Eve Audio']","{'subsidiaries': [], 'parent_organizations': [], 'successors': [], 'predecessors': [], 'replaces': [], 'replaced_by': []}",[],found,EVE Audio|Eve Audio,2,,0,0,0,0,0,,
Creative Light,Q19867824,['Creative Light Entertainment'],"{'subsidiaries': [], 'parent_organizations': [], 'successors': [], 'predecessors': [], 'replaces': [], 'replaced_by': []}",[],found,Creative Light Entertainment,1,,0,0,0,0,0,,
Flexport,Q23016856,['Flexport'],"{'subsidiaries': [], 'parent_organizations': [], 'successors': [], 'predecessors': [], 'replaces': [], 'replaced_by': []}",[],found,Flexport,1,,0,0,0,0,0,,
Globe International,Q2096177,"['GLOBE INTERNATIONAL LIMITED', 'Globe International']","{'subsidiaries': [], 'parent_organizations': [], 'successors': [], 'predecessors': [], 'replaces': [], 'replaced_by': []}",[],found,GLOBE INTERNATIONAL LIMITED|Globe International,2,,0,0,0,0,0,,
Swiss Academic Software,Q55948279,['Swiss Academic Software'],"{'subsidiaries': [], 'parent_organizations': ['Q7265566'], 'successors': [], 'predecessors': [], 'replaces': [], 'replaced_by': []}",[],found,Swiss Academic Software,1,,0,0,1,0,0,,
Swivl,Q7659201,['Swivler'],"{'subsidiaries': [], 'parent_organizations': [], 'successors': [], 'predecessors': [], 'replaces': [], 'replaced_by': []}",[],found,Swivler,1,,0,0,0,0,0,,
Titan Sports,Q35339,"['WWF', 'WWE, Inc.', 'World Wrestling Federation', 'Titan Sports, Inc.', 'World Wrestling Entertainment', 'WWE']","{'subsidiaries': [], 'parent_organizations': [], 'successors': [], 'predecessors': [], 'replaces': ['Q12743923'], 'replaced_by': []}","['WWE Studios', 'WWE Books', 'WWE Performance Center', 'WWE Network', 'WWE Music Group']",found,"WWF|WWE, Inc.|World Wrestling Federation|Titan Sports, Inc.|World Wrestling Entertainment|WWE",6,WWE Studios|WWE Books|WWE Performance Center|WWE Network|WWE Music Group,5,0,0,0,0,,WWE Studios|WWE Books|WWE Performance Center|WWE Network|WWE Music Group
Anysee,Q11852338,[],"{'subsidiaries': [], 'parent_organizations': [], 'successors': [], 'predecessors': [], 'replaces': [], 'replaced_by': []}",[],found,,0,,0,0,0,0,0,,
Micro Mobility,Q680803,['Micro Mobility Systems'],"{'subsidiaries': [], 'parent_organizations': [], 'successors': [], 'predecessors': [], 'replaces': [], 'replaced_by': []}",[],found,Micro Mobility Systems,1,,0,0,0,0,0,,
Libris,Q11983922,['Libris'],"{'subsidiaries': [], 'parent_organizations': [], 'successors': [], 'predecessors': [], 'replaces': [], 'replaced_by': []}",[],found,Libris,1,,0,0,0,0,0,,
Centerm,Q60776229,['CenterMark Properties'],"{'subsidiaries': [], 'parent_organizations': [], 'successors': [], 'predecessors': [], 'replaces': [], 'replaced_by': []}",[],found,CenterMark Properties,1,,0,0,0,0,0,,
SJCAM,Q24961201,['SJCAM'],"{'subsidiaries': [], 'parent_organizations': [], 'successors': [], 'predecessors': [], 'replaces': [], 'replaced_by': []}",[],found,SJCAM,1,,0,0,0,0,0,,
DoReMIR Music Research AB,Q106561878,['Doremir Music Research AB'],"{'subsidiaries': [], 'parent_organizations': [], 'successors': [], 'predecessors': [], 'replaces': [], 'replaced_by': []}",[],found,Doremir Music Research AB,1,,0,0,0,0,0,,
Kibernetik,Q133295696,['Kibernetiki'],"{'subsidiaries': [], 'parent_organizations': [], 'successors': [], 'predecessors': [], 'replaces': [], 'replaced_by': []}",[],found,Kibernetiki,1,,0,0,0,0,0,,
INOVATIV,Q116919385,"['Inovatívny o.p.f. - 365.invest, správ. spol., a. s.', 'Inovatívny o.p.f. - 365.invest, správ. spol.']","{'subsidiaries': [], 'parent_organizations': [], 'successors': [], 'predecessors': [], 'replaces': [], 'replaced_by': []}",[],found,"Inovatívny o.p.f. - 365.invest, správ. spol., a. s.|Inovatívny o.p.f. - 365.invest, správ. spol.",2,,0,0,0,0,0,,
Lindahl,Q85724897,['Lindahls Fotografiaffär'],"{'subsidiaries': [], 'parent_organizations': [], 'successors': [], 'predecessors': [], 'replaces': [], 'replaced_by': []}",[],found,Lindahls Fotografiaffär,1,,0,0,0,0,0,,
Electrolux Rex,Q106045223,"['Electrolux Italia S.p.A.', 'Electrolux Rex', 'Electrolux (Italy)']","{'subsidiaries': [], 'parent_organizations': ['Q505922'], 'successors': [], 'predecessors': [], 'replaces': [], 'replaced_by': ['Q505922']}",[],found,Electrolux Italia S.p.A.|Electrolux Rex|Electrolux (Italy),3,,0,0,1,0,0,,
Crystal Geyser Water,Q11299197,['Crystal Geyser Water Company'],"{'subsidiaries': [], 'parent_organizations': ['Q386434'], 'successors': [], 'predecessors': [], 'replaces': [], 'replaced_by': []}",[],found,Crystal Geyser Water Company,1,,0,0,1,0,0,,
TravelSIM,Q16930478,['TravelSim'],"{'subsidiaries': [], 'parent_organizations': [], 'successors': [], 'predecessors': [], 'replaces': [], 'replaced_by': []}",[],found,TravelSim,1,,0,0,0,0,0,,
Atea,Q1770068,"['Atea ASA', 'Ementor', 'Atea AS', 'Atea']","{'subsidiaries': [], 'parent_organizations': [], 'successors': [], 'predecessors': [], 'replaces': [], 'replaced_by': []}",[],found,Atea ASA|Ementor|Atea AS|Atea,4,,0,0,0,0,0,,
Leupold & Stevens,Q6534605,['Leupold & Stevens'],"{'subsidiaries': [], 'parent_organizations': [], 'successors': [], 'predecessors': [], 'replaces': [], 'replaced_by': []}",['Dual field optical aiming system for projectile weapons'],found,Leupold & Stevens,1,Dual field optical aiming system for projectile weapons,1,0,0,0,0,,Dual field optical aiming system for projectile weapons
MaxCom,Q11881864,['Maxcom'],"{'subsidiaries': [], 'parent_organizations': [], 'successors': [], 'predecessors': [], 'replaces': [], 'replaced_by': []}",[],found,Maxcom,1,,0,0,0,0,0,,
Gresso,Q4039710,['Gresso'],"{'subsidiaries': [], 'parent_organizations': [], 'successors': [], 'predecessors': [], 'replaces': [], 'replaced_by': []}",[],found,Gresso,1,,0,0,0,0,0,,
TV STAR,Q9356551,[],"{'subsidiaries': [], 'parent_organizations': [], 'successors': [], 'predecessors': [], 'replaces': [], 'replaced_by': []}",[],found,,0,,0,0,0,0,0,,
POLYTRON,Q7227120,"['Polytron', 'Polytron Corp.', 'Polytron Corporation']","{'subsidiaries': [], 'parent_organizations': [], 'successors': [], 'predecessors': [], 'replaces': [], 'replaced_by': []}",[],found,Polytron|Polytron Corp.|Polytron Corporation,3,,0,0,0,0,0,,
"iControl Networks, Inc",Q130336684,"['iControl Networks, Inc.  (Philadelphia, PA)', 'iControl Networks']","{'subsidiaries': [], 'parent_organizations': [], 'successors': [], 'predecessors': [], 'replaces': [], 'replaced_by': []}",[],found,"iControl Networks, Inc.  (Philadelphia, PA)|iControl Networks",2,,0,0,0,0,0,,
Myfox,Q24895386,['Myfox'],"{'subsidiaries': [], 'parent_organizations': [], 'successors': [], 'predecessors': [], 'replaces': [], 'replaced_by': []}",[],found,Myfox,1,,0,0,0,0,0,,
Black Point,Q70065683,"['SHG Black Point', 'Black Point', 'S.H.G. black point', 'SHG black point', 'black point', 'Süddeutsche Elektro-Hausgeräte GmbH & Co. KG', 'S.H.G. GmbH']","{'subsidiaries': [], 'parent_organizations': [], 'successors': [], 'predecessors': [], 'replaces': [], 'replaced_by': []}",[],found,SHG Black Point|Black Point|S.H.G. black point|SHG black point|black point|Süddeutsche Elektro-Hausgeräte GmbH & Co. KG|S.H.G. GmbH,7,,0,0,0,0,0,,
Jack Wolfskin,Q536133,"['Jack Wolfskin Ausrüstung für Draussen GmbH & Co. KGaA', 'Jack Wolfskin']","{'subsidiaries': [], 'parent_organizations': ['Q4653060'], 'successors': [], 'predecessors': [], 'replaces': [], 'replaced_by': []}",[],found,Jack Wolfskin Ausrüstung für Draussen GmbH & Co. KGaA|Jack Wolfskin,2,,0,0,1,0,0,,
Dallmayr,Q1158033,['Dallmayr'],"{'subsidiaries': [], 'parent_organizations': [], 'successors': [], 'predecessors': [], 'replaces': [], 'replaced_by': []}",[],found,Dallmayr,1,,0,0,0,0,0,,
FreePoint,Q113465617,"['Freepoint Commodities B.V.', 'Freepoint Commodities']","{'subsidiaries': [], 'parent_organizations': [], 'successors': [], 'predecessors': [], 'replaces': [], 'replaced_by': []}",[],found,Freepoint Commodities B.V.|Freepoint Commodities,2,,0,0,0,0,0,,
Belk,Q815665,"['Belkamunmash', 'Белкамунмаш', 'Belkommunmash']","{'subsidiaries': [], 'parent_organizations': ['Q6517870'], 'successors': [], 'predecessors': [], 'replaces': [], 'replaced_by': []}",[],found,Belkamunmash|Белкамунмаш|Belkommunmash,3,,0,0,1,0,0,,
Electriq,Q107262567,"['Électrique de la Grosne', 'Compagnie Électrique de la Grosne']","{'subsidiaries': [], 'parent_organizations': [], 'successors': [], 'predecessors': [], 'replaces': [], 'replaced_by': []}",[],found,Électrique de la Grosne|Compagnie Électrique de la Grosne,2,,0,0,0,0,0,,
4moms,Q28134540,['4moms'],"{'subsidiaries': [], 'parent_organizations': [], 'successors': [], 'predecessors': [], 'replaces': [], 'replaced_by': []}",[],found,4moms,1,,0,0,0,0,0,,
Yankee Candle,Q8048733,"['Yankee Candle', 'The Yankee Candle Company, Inc.', 'Yankee Candle Company']","{'subsidiaries': [], 'parent_organizations': ['Q667599'], 'successors': [], 'predecessors': [], 'replaces': [], 'replaced_by': []}",[],found,"Yankee Candle|The Yankee Candle Company, Inc.|Yankee Candle Company",3,,0,0,1,0,0,,
Nedes,Q102538116,"['NEDES, s.r.o.', 'NEDES']","{'subsidiaries': [], 'parent_organizations': [], 'successors': [], 'predecessors': [], 'replaces': [], 'replaced_by': []}",[],found,"NEDES, s.r.o.|NEDES",2,,0,0,0,0,0,,
Globus,Q457503,"['Globus Holding', 'Globus Baumarkt', 'Globus Holding GmbH & Co. KG', 'Globus']","{'subsidiaries': ['Q42171547'], 'parent_organizations': [], 'successors': [], 'predecessors': [], 'replaces': ['Q1396160'], 'replaced_by': []}",['Globus ČR'],found,Globus Holding|Globus Baumarkt|Globus Holding GmbH & Co. KG|Globus,4,Globus ČR,1,1,0,0,0,Globus ČR,Globus ČR
Globalo,Q5570031,['GlobaLogix'],"{'subsidiaries': [], 'parent_organizations': [], 'successors': [], 'predecessors': [], 'replaces': [], 'replaced_by': []}",[],found,GlobaLogix,1,,0,0,0,0,0,,
ELTRA,Q135889551,['ELTRA'],"{'subsidiaries': [], 'parent_organizations': [], 'successors': [], 'predecessors': [], 'replaces': [], 'replaced_by': []}",[],found,ELTRA,1,,0,0,0,0,0,,
Westone,Q7989503,"['Escape', 'Westone Bit Entertainment']","{'subsidiaries': [], 'parent_organizations': [], 'successors': [], 'predecessors': [], 'replaces': [], 'replaced_by': []}",[],found,Escape|Westone Bit Entertainment,2,,0,0,0,0,0,,
"Freedom Scientific, Inc.",Q5500621,"['Freedom Scientific, Inc.', 'Freedom Scientific']","{'subsidiaries': [], 'parent_organizations': [], 'successors': [], 'predecessors': [], 'replaces': [], 'replaced_by': []}",[],found,"Freedom Scientific, Inc.|Freedom Scientific",2,,0,0,0,0,0,,
KUHN RIKON,Q1791253,"['Heinrich-Kuhn-Metallwarenfabrik', 'Kuhn Rikon AG', 'Kuhn Rikon']","{'subsidiaries': [], 'parent_organizations': [], 'successors': [], 'predecessors': [], 'replaces': [], 'replaced_by': []}",[],found,Heinrich-Kuhn-Metallwarenfabrik|Kuhn Rikon AG|Kuhn Rikon,3,,0,0,0,0,0,,
Kruger & Matz,Q20438711,[],"{'subsidiaries': [], 'parent_organizations': [], 'successors': [], 'predecessors': [], 'replaces': [], 'replaced_by': []}",[],found,,0,,0,0,0,0,0,,
Tescoma,Q28962979,"['TESCOMA', 'TESCOMA s.r.o.', 'Tescoma']","{'subsidiaries': [], 'parent_organizations': ['Q125896607'], 'successors': [], 'predecessors': [], 'replaces': [], 'replaced_by': []}",[],found,TESCOMA|TESCOMA s.r.o.|Tescoma,3,,0,0,1,0,0,,
iSound,Q124022172,['iSound'],"{'subsidiaries': [], 'parent_organizations': ['Q124022135'], 'successors': [], 'predecessors': [], 'replaces': [], 'replaced_by': []}",[],found,iSound,1,,0,0,1,0,0,,
Punkt,Q12306868,"['DK Hostmaster A/S', 'Punktum DK', 'Punktum dk A/S']","{'subsidiaries': [], 'parent_organizations': [], 'successors': [], 'predecessors': [], 'replaces': [], 'replaced_by': []}",[],found,DK Hostmaster A/S|Punktum DK|Punktum dk A/S,3,,0,0,0,0,0,,
Sinudyne,Q3961949,['Sinudyne'],"{'subsidiaries': [], 'parent_organizations': [], 'successors': [], 'predecessors': [], 'replaces': [], 'replaced_by': []}",[],found,Sinudyne,1,,0,0,0,0,0,,
Mood Media,Q6907082,['Mood Media'],"{'subsidiaries': [], 'parent_organizations': [], 'successors': [], 'predecessors': [], 'replaces': [], 'replaced_by': []}",[],found,Mood Media,1,,0,0,0,0,0,,
BABY born,Q147260,['Zapf Creation'],"{'subsidiaries': [], 'parent_organizations': [], 'successors': [], 'predecessors': [], 'replaces': [], 'replaced_by': []}",[],found,Zapf Creation,1,,0,0,0,0,0,,
Villeroy & Boch,Q705042,"['Villeroy & Boch AG', 'Villeroy & Boch']","{'subsidiaries': ['Q134718282'], 'parent_organizations': [], 'successors': [], 'predecessors': [], 'replaces': ['Q120699529', 'Q107059048'], 'replaced_by': []}",['Q4298571'],found,Villeroy & Boch AG|Villeroy & Boch,2,Q4298571,1,1,0,0,0,Q134718282,Q4298571
Imaco,Q54935804,"['IMACO Group, s.r.o.', 'IMACO Group']","{'subsidiaries': [], 'parent_organizations': [], 'successors': [], 'predecessors': [], 'replaces': [], 'replaced_by': []}",[],found,"IMACO Group, s.r.o.|IMACO Group",2,,0,0,0,0,0,,
Italia Independent,Q3155846,['Italia Independent'],"{'subsidiaries': [], 'parent_organizations': ['Q21178605'], 'successors': [], 'predecessors': [], 'replaces': [], 'replaced_by': []}",[],found,Italia Independent,1,,0,0,1,0,0,,
Lyreco,Q96137566,"['Lyreco CE, SE', 'Lyreco CE']","{'subsidiaries': [], 'parent_organizations': [], 'successors': [], 'predecessors': [], 'replaces': [], 'replaced_by': []}",[],found,"Lyreco CE, SE|Lyreco CE",2,,0,0,0,0,0,,
Eitech,Q11877030,['Eitech'],"{'subsidiaries': [], 'parent_organizations': [], 'successors': [], 'predecessors': ['Q115611185'], 'replaces': [], 'replaced_by': []}",[],found,Eitech,1,,0,0,0,0,1,,
Richard Ginori,Q48800364,"['Società Ceramica Richard-Ginori', 'Richard-Ginori', 'Doccia Porcelain', 'Ginori 1735']","{'subsidiaries': [], 'parent_organizations': ['Q931207'], 'successors': [], 'predecessors': [], 'replaces': [], 'replaced_by': []}",[],found,Società Ceramica Richard-Ginori|Richard-Ginori|Doccia Porcelain|Ginori 1735,4,,0,0,1,0,0,,
Page One,Q698789,"[""Page One The Designer's Book Shop"", 'Page One']","{'subsidiaries': [], 'parent_organizations': [], 'successors': [], 'predecessors': [], 'replaces': [], 'replaced_by': []}",[],found,Page One The Designer's Book Shop|Page One,2,,0,0,0,0,0,,
Ray-Ban,Q653941,"['RayBan', 'Ray-Ban']","{'subsidiaries': [], 'parent_organizations': ['Q1878364'], 'successors': [], 'predecessors': [], 'replaces': [], 'replaced_by': []}",[],found,RayBan|Ray-Ban,2,,0,0,1,0,0,,
HUDORA,Q19285822,['Hudora'],"{'subsidiaries': [], 'parent_organizations': [], 'successors': [], 'predecessors': [], 'replaces': [], 'replaced_by': []}",[],found,Hudora,1,,0,0,0,0,0,,
Bontempi,Q892883,['Bontempi'],"{'subsidiaries': [], 'parent_organizations': [], 'successors': [], 'predecessors': [], 'replaces': [], 'replaced_by': []}",[],found,Bontempi,1,,0,0,0,0,0,,
Upper Deck,Q1426524,"['Upper Deck', 'Upper Deck Company']","{'subsidiaries': [], 'parent_organizations': [], 'successors': [], 'predecessors': [], 'replaces': [], 'replaced_by': []}",[],found,Upper Deck|Upper Deck Company,2,,0,0,0,0,0,,
Fratelli Guzzini,Q21208871,['Fratelli Guzzini'],"{'subsidiaries': [], 'parent_organizations': [], 'successors': [], 'predecessors': [], 'replaces': [], 'replaced_by': []}",[],found,Fratelli Guzzini,1,,0,0,0,0,0,,
